name,subtypes,address,sub_district,district,province,postal_code,country,latitude,longitude,phone,site,description,score
Hotel Paraíso,"Inn, Wellness hotel","253 โรงแรมพาราอิโซ (รัชดาภิเษก-ห้วยขวาง Pracha Rat Bamphen 1 Alley, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7808555,100.5727505,+66 81 631 7115,https://www.renthub.in.th/%E0%B9%82%E0%B8%AE%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%A5-%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%AD%E0%B8%B4%E0%B9%82%E0%B8%8B,,0
Watana Hotel,Hotel,"209 Soi Ratchadaphisek 17, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7864871,100.5726666,+66 2 275 0111,,"Unfussy rooms in a casual hotel with a restaurant, an outdoor pool & free breakfast.",0
Ratchada Boutique Hotel,Hotel,"282 Ratchadaphisek 7, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7728642,100.570677,+66 2 274 6449,http://www.ratchadaboutiquehotel.com/,"Slick hotel featuring modern quarters with complimentary Wi-Fi, as well as a lobby cafe.",0
The Key Point Hotel,Hotel,"2010 Pracha Songkhro Rd, Khwaeng Din Daeng, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7708625,100.5603261,+66 92 496 9716,https://web.facebook.com/thekeypointhotel/,,0
LITA Bangkok,Serviced apartment,"306/6 Kiattichai Alley, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7571479,100.5644257,+66 80 441 6692,http://www.litabangkok.com/,,0
Dusit Suites Hotel Ratchadamri,Hotel,"3 Ratchadamri Rd, Lumphini, Khet Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7388734,100.5411037,+66 2 264 6464,http://www.dusit.com/dusitsuites-ratchadamribangkok/?utm_source=google_maps&utm_medium=seo_maps&utm_campaign=seo_maps,"Airy units with free Wi-Fi in an upscale all-suite hotel offering a cafe, a gym & an outdoor pool.",0
CASA BLANCA Dusit,"Hostel, Cafe","2 Phitsanulok Rd, Khwaeng Dusit, Dusit District, Bangkok 10300",Dusit,Dusit District,Bangkok,10300,Thailand,13.7704659,100.5048714,+66 65 635 2446,https://casablancabkk.com/,,0
The Siam Hotel,"Hotel, Restaurant, Spa","The Siam 3, 2 Thanon Khao, Vachirapayabal, Dusit District, Bangkok 10300",Vachirapayabal,Dusit District,Bangkok,10300,Thailand,13.7811383,100.5059915,+66 2 206 6999,http://www.thesiamhotel.com/,"Luxury hotel with chic suites & villas, as well as 3 restaurants, an infinity pool & a spa.",0
Prince Palace Hotel Bangkok,Hotel,"488 BoBae Tower 800 Damrong Rak Rd, Klong Mahanak Pomprab Bangkok 10100",Klong Mahanak,Pomprab,Bangkok,10100,Thailand,13.7539375,100.5158362,+66 2 628 1111,https://www.princepalace.co.th/,"Classically decorated rooms in a hotel with 2 restaurants, a sushi bar, a beer garden & a spa.",0
UMA Residence,Hotel,"580 Si Yan 1 Alley, Thanon Nakhon Chai Si, Dusit District, Bangkok 10300",Thanon Nakhon Chai Si,Dusit District,Bangkok,10300,Thailand,13.7842747,100.5131807,+66 2 669 3296,http://www.umaresidence.com/,"Laid-back rooms & suites in a polished hotel offering an outdoor pool & lounges, plus a garden.",0
BANGKOK MIDTOWN HOTEL,Hotel,"888 ถนน พระราม6 Thung Phaya Thai, Ratchathewi, Bangkok 10400",Thung Phaya Thai,Ratchathewi,Bangkok,10400,Thailand,13.7570945,100.5236352,+66 2 034 3888,http://www.bangkokmidtownhotel.com/,"Warm quarters in a casual property offering a restaurant, a pool & a spa, plus free Wi-Fi.",0
Bangkok Oasis Hotel,Hotel,"111 Rama VI Rd, Thung Phaya Thai, Ratchathewi, Bangkok 10400",Thung Phaya Thai,Ratchathewi,Bangkok,10400,Thailand,13.7574268,100.5258452,+66 2 002 0555,http://www.bangkokoasishotel.com/,"Casual hotel offering airy dorms & private rooms, most with balconies, plus a lounge & a garden.",0
"Royal Princess Larn Luang, Bangkok",Hotel,"269 Lan Luang Rd, วัดโสมนัส Pom Prap Sattru Phai, Bangkok 10100",วัดโสมนัส,Pom Prap Sattru Phai,Bangkok,10100,Thailand,13.757256,100.512867,+66 2 281 3088,http://www.royalprincesslarnluang.com/,"Unfussy rooms in a warm property featuring a spa, an outdoor saltwater pool & 4 restaurants.",0
Villa Bangkok Hotel,Hotel,"457 Phra Sumen Rd, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200",Wat Bowon Niwet,Phra Nakhon,Bangkok,10200,Thailand,13.759097,100.5032333,+66 80 085 0085,http://www.villabangkokhotel.com/,"Relaxed canalside hotel featuring unfussy quarters, plus a garden & a waterfront terrace.",0
Hotel VELA be Bangkok Ratchathewi,Hotel,"598 Soi Phaya Nak, Khwaeng Thanon Phetchaburi, Ratchathewi, Bangkok 10400",Thanon Phetchaburi,Ratchathewi,Bangkok,10400,Thailand,13.752256,100.526673,+66 2 216 2363,https://www.vela360hotels.com/vela-be-bangkok-ratchathewi/,"Relaxed quarters in a casual property offering a cafe, a communal kitchenette & an outdoor pool.",0
Suan Dusit Place Hotel,Hotel,"295 Nakhon Ratchasima Rd, Wachira Phayaban, Dusit District, Bangkok 10300",Wachira Phayaban,Dusit District,Bangkok,10300,Thailand,13.7754914,100.5108948,+66 2 241 7571,,,0
YANH Ratchawat Hotel,Hotel,"1376, 1 Thanon Nakhon Chaisi Rd, Khwaeng Thanon Nakhon Chai Si, Dusit District, Bangkok 10300",Thanon Nakhon Chai Si,Dusit District,Bangkok,10300,Thailand,13.7790549,100.5227861,+66 2 180 6450,http://yanhhotel.com/,,0
Tim Mansion Bangkok Hotel,"Hotel, Guest house, Restaurant","337 Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200",Samran Rat,Phra Nakhon,Bangkok,10200,Thailand,13.7524414,100.5047271,+66 65 353 2549,http://www.timmansionbkk.com/,Colorful rooms with flat-screen TVs at a downtown hotel offering a restaurant & a coffee shop.,0
LiT BANGKOK Hotel,Hotel,"36/1 Kasem San 1 Alley, Khwaeng Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7481024,100.5295718,+66 2 612 3456,http://www.litbangkok.com/hotel,"Refined hotel in a modern building offering an outdoor pool, a gym & a spa, plus dining & 2 bars.",0
Swana Bangkok Hotel,Hotel,"332 Visuttikasat Road, Khwaeng Ban Phan Thom, Pranakorn, Bangkok 10200",Ban Phan Thom,Pranakorn,Bangkok,10200,Thailand,13.7646853,100.5028918,+66 2 282 8899,http://www.swanabangkok.com/,"Down-to-earth hotel offering chic rooms, plus a relaxed restaurant with outdoor seating.",0
ibis Styles Bangkok Ratchada,Hotel,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7772777,100.5741279,+66 2 820 8888,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=A9G9&merchantid=seo-maps-TH-A9G9&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjEwMzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Streamlined rooms with smart TVs in a contemporary hotel with a bar, a restaurant & a terrace.",0
Mybed Ratchada Bangkok hotel,Hotel,"8, 67 Ratchadaphisek Rd, Chom Phon, Chatuchak, Bangkok 10900",Chom Phon,Chatuchak,Bangkok,10900,Thailand,13.8056135,100.5752304,+66 2 975 9975,http://www.mybedbangkok.com/,"Straightforward hotel in the city center, offering modest rooms & complimentary Wi-Fi.",0
SWISSOTEL BANGKOK RATCHADA,"Hotel, Restaurant","204 Ratchadaphisek Rd, Huai Khwang, Bangkok 10320",Huai Khwang,Huai Khwang,Bangkok,10320,Thailand,13.7765139,100.574198,+66 2 694 2222,https://www.swissotel.com/hotels/bangkok-ratchada/?goto=fiche_hotel&code_hotel=A5B6&merchantid=seo-maps-TH-A5B6&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTIzNjEzNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"Elegant quarters in a high-end hotel with an outdoor pool, a spa & 4 restaurants, plus event space.",0
B2 Huai Khwang Premier Hotel / บีทู ห้วยขวาง พรีเมียร์,Hotel,"9 Inthamara 49 Alley, Khwaeng Din Daeng, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7844048,100.5676255,+66 2 100 6755,http://www.b2hotel.com/bangkok/b2-huai-khwang-premier-hotel/,,0
S Ratchada Leisure Hotel,Hotel,"52 Thiam Ruam Mit Rd, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7668653,100.5829247,+66 2 246 0795,http://www.sratchadahotel.com/,"Streamlined rooms in a contemporary hotel offering a restaurant, a bar & a saltwater pool.",0
My Hotel CMYK@Ratchada,Hotel,"225, 4 Pracha Rat Bamphen 5 Alley, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.779063,100.5758553,+66 2 692 8899,http://www.myhotelratchada.com/,"Modern hotel with colorful decor, plus an international cafe/bakery & a business center.",0
Rest@Ratchada hotel,Hotel,"252/3 Ratchadaphisek Rd, Huai Khwang, Krung Thep Maha Nakhon 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7852611,100.5762557,+66 96 883 9480,https://www.facebook.com/Rest-at-Ratchada-Hotel-110470684202161/,,0
Nest by Sangob,"Hotel, Bed & breakfast","446 Soi Pracha Uthit 16 (Soi Thoranin4), Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7692041,100.581085,+66 63 628 7445,https://nestbysangob.thailandhotels.site/,"Relaxed hotel with an outdoor pool, a leafy rooftop terrace & a cafe, plus free breakfast.",0
The Mini R Ratchada Hotel,Hotel,"161 Ratchadaphisek Rd, Din Daeng, Bangkok 10400",Din Daeng,Din Daeng,Bangkok,10400,Thailand,13.7730958,100.5730776,+66 2 689 5173,http://www.theminihotel.com/,"Simple rooms in an informal hotel offering a restaurant, plus free breakfast, parking & Wi-Fi.",0
Chiva Bangkok Hotel,"Hotel, Serviced accommodation, Serviced apartment","39/1 Soi Soonvijai 7 New Petchburi Road Soi 47, Bangkapi, Huay Kwang, Bangkok 10310",Bang Kapi,"Bangkapi, Huay Kwang",Bangkok,10310,Thailand,13.7509823,100.5834492,+66 2 716 5290,https://chivaresidencebangkok.thailandhotels.site/,"Polished apartments with private balconies & city views in a sleek hotel, plus a restaurant.",0
Diamond Residence Ratchada Hotel,Hotel,"96 Udom Suk Alley, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7873911,100.5766392,+66 2 693 0077,http://www.diamondratchadahotel.com/,"Bright, simple rooms in a casual hotel with a free area shuttle, plus a market & a restaurant.",0
Praso @ Ratchada 12,Hotel,"194 Ratchadaphisek 12 Alley, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7750551,100.574771,+66 2 290 0055,http://www.prasoratchada12.com/,"Sleek rooms & suites with balconies in a casual hotel offering free breakfast, a pool & a cafe.",0
Lancaster Bangkok,Hotel,"1777 Phetchaburi Rd, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.748591,100.5668978,+66 2 262 8000,https://www.lancasterbangkok.com/,"Polished lodging offering a rooftop pool & bar with city views, plus a spa & free shuttle service.",0
NICE Hotel Ratchada,Hotel,"416/8 Soi Pracha Rat Bamphen 20, Samsen Nok, Huai Khwang, Bangkok 10310",Samsen Nok,Huai Khwang,Bangkok,10310,Thailand,13.7770623,100.5831275,+66 82 722 4888,http://www.nicehotel.biz/,,0
Atrium Boutique Resort Hotel,"Hotel, Inn, Resort hotel","258 Pracha Uthit Rd, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7743556,100.5784664,+66 2 690 2888,http://www.atriumboutique-th.com/,Contemporary rooms & suites in a laid-back hotel with an outdoor pool & a casual cafe.,0
Q-box Hotel Bangkok Blossom,Hotel,"90/1 Ram Inthra Rd, Ram Inthra, Khan Na Yao, Bangkok 10230",Ram Inthra,Khan Na Yao,Bangkok,10230,Thailand,13.8185514,100.6795167,+66 61 417 3999,http://www.qboxblossom.com/,Unpretentious rooms in a contemporary hotel featuring a restaurant/bar & an outdoor pool.,0
OYO 519 B Min Airport,Hotel,"3 B Min Airport Soi Tharakon 3, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.7999209,100.7126281,+66 2 026 1271,https://www.oyorooms.com/92723/,"Straightforward budget hotel offering parking & Wi-Fi, plus modest rooms featuring balconies.",0
PP Hotel Bangkok (SHA Plus+),"Hotel, Hostel","1 Ramkhamhaeng Rd, Khwaeng Min Buri, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.7959723,100.7099115,+66 94 226 4656,https://www.facebook.com/pphotelbangkok,,0
Synsiri Panya-Ram Inthra,Inn,"93, Panya Indra Rd, Khwaeng Khan Na Yao, Khan Na Yao, Bangkok 10230",Khan Na Yao,Khan Na Yao,Bangkok,10230,Thailand,13.8297589,100.6751378,,http://www.synsiri.com/,Down-to-earth rooms in a straightforward hotel featuring a garden terrace & a lounge.,0
Ze Residence Ram Intra,Hotel,"1 Rarm Intra 77 Alley, Ram Inthra, Khan Na Yao, Bangkok 10230",Ram Inthra,Khan Na Yao,Bangkok,10230,Thailand,13.8408133,100.6654437,+66 61 397 7714,http://zeresidenceramintra.zoombookdirect.com/,Simply furnished rooms in a down-to-earth hotel featuring parking & Wi-Fi access.,0
Nest n Rest Hotel,Hotel,"194 Rachada-Ramintra Rd, Nuanchan, Bueng Kum, Bangkok 10230",Nuanchan,Bueng Kum,Bangkok,10230,Thailand,13.8185462,100.6526708,+66 2 510 5999,http://nestnrest.com/,,0
S Bangkok Navamin,Hotel,"1009 ซอย นวลจันทร์ 4 Khwaeng Nuanchan, Bueng Kum, Bangkok 10230",Nuanchan,Bueng Kum,Bangkok,10230,Thailand,13.8156297,100.6522688,+66 2 509 3133,http://www.sbangkokhotel.com/,"Airy rooms in an understated hotel offering a restaurant, a gym & an outdoor pool.",0
Grow Residence,"Furnished apartment building, Apartment building","765 Ram Inthra Rd, Khwaeng Khan Na Yao, Khan Na Yao, Bangkok 10230",Khan Na Yao,Khan Na Yao,Bangkok,10230,Thailand,13.8197573,100.683627,+66 2 540 4230,https://growresidence.com/,"Streamlined studios & apartments in a modest hotel offering a restaurant, a garden & free breakfast.",0
Grand Mandarin Residence,"Hotel, Apartment building","152 ซอย ลาดพร้าว 130 Khlong Chan, Bang Kapi District, Bangkok 10240",Khlong Chan,Bang Kapi District,Bangkok,10240,Thailand,13.77061,100.6319529,+66 2 733 9159,https://grandmandarinresidence.thailandhotels.site/,Simply decorated rooms with flat-screens in a down-to-earth hotel offering parking.,0
ห้องพัก โรงแรม มีนบุรี The All 24 Luxury Residence,Hotel,"Suwinthawong 4, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.8139296,100.7248907,+66 97 151 0800,http://theall24.business.site/,Simply furnished rooms with balconies & flat-screens in a casual hotel offering parking & Wi-Fi.,0
ลีลา รีสอร์ท,Resort hotel,"Nimit Mai 59, Sam Wa Tawan Ok, Khlong Sam Wa, Bangkok 10510",Sam Wa Tawan Ok,Khlong Sam Wa,Bangkok,10510,Thailand,13.910834,100.7379578,+66 85 115 2327,https://resort-hotel-6204.business.site/?utm_source=gmb&utm_medium=referral,,0
The Diamond 789 Minburi,Hotel,"24 Suwinthawong 4, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.8159812,100.7239186,+66 96 939 1545,http://www.thediamond789.com/,,0
Plume Residence Minburi,"Hotel, Apartment building, Apartment complex, Inn, Serviced apartment","222 SRIHABURANUKIT 11 Suwinthawong 8, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.8175282,100.7256332,+66 2 136 1429,https://lin.ee/kwWoQn1,,0
The Island Resort รามอินทรา,Hotel,"8 ซอย 99 ถนน รามอินทรา Khwaeng Khan Na Yao, Khan Na Yao, Bangkok 10230",Khan Na Yao,Khan Na Yao,Bangkok,10230,Thailand,13.825246,100.680809,+66 98 857 2596,https://theislandresortbkk.com/th/,,0
Smart Hotel,Hotel,"47 18 หมู่ 11 ซอยราหุละ 1 Lat Sawai, Lam Luk Ka District, Pathum Thani 12150",Lat Sawai,Lam Luk Ka District,Pathum Thani,12150,Thailand,13.9231582,100.6933264,+66 84 697 2222,http://smarthotelthailand.com/,,0
S.K. Mansion (ห้องพักรายวันรามอินทรา),"Hostel, Hotel","1 1 ซอย คู้บอน 6 Ram Inthra, Khan Na Yao, Bangkok 10230",Ram Inthra,Khan Na Yao,Bangkok,10230,Thailand,13.8426771,100.6632576,+66 2 943 2378,https://www.skresort.co/,"Streamlined rooms, some with balconies, in a down-to-earth hotel featuring complimentary Wi-Fi.",0
OYO 478 The Diamond 24 Minburi,Hotel,"24 Suwinthawong 4, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.8159812,100.7239186,+66 2 026 1271,https://www.oyorooms.com/th/hotels-in-Bangkok/?utm_source=Google_gmb_so_TH&utm_medium=Organic&utm_campaign=TH_BGK092&locale=en,,0
Naturbliss Resort Village,"Resort hotel, Holiday apartment rental, Holiday home, Non smoking holiday home, Homestay","28 Soi Ram Intra 67, Ram Inthra, Khan Na Yao, Bangkok 10230",Ram Inthra,Khan Na Yao,Bangkok,10230,Thailand,13.8448304,100.6546138,+66 99 967 2489,https://naturbliss-resort-village.business.site/,,0
ibis Bangkok Riverside,Hotel,"27 Soi Charoen Nakhon 17, Banglamphulang, Khet Khlong San, Bangkok 10600",Banglamphulang,Khlong San,Bangkok,10600,Thailand,13.7176387,100.509499,+66 2 659 2888,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7026&merchantid=seo-maps-TH-7026&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNTgyOTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Simple, colorful rooms in a casual property with an outdoor pool, a bar & a tapas restaurant.",0
Millennium Hilton Bangkok,"Hotel, Banquet hall, Conference center, Event venue, Spa and health club, Wedding venue","123 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7284021,100.5095113,+66 2 442 2000,https://www.hilton.com/en/hotels/bkkhitw-millennium-hilton-bangkok/?SEO_id=GMB-APAC-TW-BKKHITW,"Plush rooms & suites in sleek hotel with dining & jazz, plus a rooftop bar, a pool & a spa.",0
Amdaeng Bangkok Riverside Hotel,Hotel,"เลขที่ 12/1 หมู่ - หมู่บ้าน - ซอย เชียงใหม่ Chiang Mai Rd, Khlong San, Bangkok 10600",Khlong San,Khlong San,Bangkok,10600,Thailand,13.7353788,100.5074562,+66 2 162 0138,http://www.amdaeng.com/,"Chic rooms in a fashionable boutique hotel with a rooftop bar & an outdoor pool, plus river views.",0
The Peninsula Bangkok,"Hotel, Fine dining restaurant, Meeting planning service, Spa, Wedding venue","333 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7231212,100.5108006,+66 2 020 2888,https://www.peninsula.com/en/bangkok/5-star-luxury-hotel-riverside?htl=pbk&utm_medium=organic&utm_source=googlemybusiness,"Luxury riverfront hotel with 3 chic restaurants, 2 bars & a posh spa, plus an outdoor pool.",0
FOODOTEL,Hotel,"26,28,30 Charoen Nakhon Soi4 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.726887,100.5081829,+66 2 438 9555,http://www.foodotel.com/,"Polished hotel offering a country-style restaurant & breakfast, plus cozy rooms with floral accents.",0
Aim House Bangkok Hotel,"Hotel, Hostel","95 99 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7220347,100.5054127,+66 2 861 1128,http://www.aimhousehotel.com/,Warmly decorated rooms & suites in a simple hotel featuring complimentary Wi-Fi & a garden.,0
The Quarter Chao Phraya by UHG,Hotel,"1190 Soi Somdet Chao Phraya 17, Khlong San, Bangkok 10600",Khlong San,Khlong San,Bangkok,10600,Thailand,13.7315708,100.5090254,+66 2 044 4999,https://www.quarterchaophraya.com/,,0
Grand Tower Inn (Sathon),Hotel,"359, 1 Krung Thon Buri Road, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7208719,100.5073929,+66 2 861 2288,http://www.grandtowerinn.com/,"Streamlined rooms in a polished budget lodging offering a restaurant, plus free breakfast & Wi-Fi.",0
King Royal II Hotel,Hotel,"291/6 Krung Thon Buri Road, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7215539,100.5068316,+66 86 328 0965,https://kingroyal2.thailandhotels.site/,Down-to-earth rooms & suites in a no-nonsense hotel offering Wi-Fi access & a gym.,0
7 Days Premium Hotel at Icon Siam Station,Hotel,"122/4 Latyha Road Klongsan, Khlong San, Bangkok 10600",Khlong San,Khlong San,Bangkok,10600,Thailand,13.7265038,100.4944443,+66 2 101 1989,https://7-days-premium-at-iconsiam.business.site/?utm_source=gmb&utm_medium=referral,,0
Anandpura Riverside Hotel,Hotel,"104 Charoen Nakhon 49 Alley, Bang Lamphu Lang, Khlong San, Bangkok 10600",Bang Lamphu Lang,Khlong San,Bangkok,10600,Thailand,13.7083417,100.501065,+66 2 438 2814,https://www.anandpurariverside.com/,,0
โรงแรมฮ็อป อินน์ กรุงเทพ สถานีกรุงธนบุรี HOP INN Bangkok Krung Thonburi Station,Hotel,"89/1 Krung Thon Buri Road Khlong Ton Sai Sub District, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7212354,100.5037356,+66 2 659 2899,https://www.hopinnhotel.com/th/our-hotels/hop-inn-bangkok-krung-thonburi-station,,0
Bella B All Suite Bangkok,Hotel,"369 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7209914,100.5067407,+66 2 861 3411,https://bellaballsuitebangkok.thailandhotels.site/,,0
Away Bangkok Riverside Kene,Hotel,"1 Charoen Nakhon 35 Alley, Khwaeng Bang Lamphu Lang, Khlong San, Bangkok 10600",Bang Lamphu Lang,Khlong San,Bangkok,10600,Thailand,13.7113415,100.5034132,+66 2 437 2168,http://www.crosshotelsandresorts.com/awaybangkok,"Retro rooms in a sleek hotel featuring an indoor pool & a gym, as well as a cafe with a terrace.",0
The Salil Hotel Riverside - Bangkok,Hotel,"2052, 7-9 Charoen Krung 72/-1 Alley, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120",Wat Phraya Krai,Bang Kho Laem,Bangkok,10120,Thailand,13.7079308,100.5073483,+66 2 844 8787,https://thesalilriverside.com/,,0
Inn Trog And Inn Soi,Hostel,"142 Lat Ya Road 174-176 ladya rd, klongsarn , klongsarn bangkok Bangkok 10600",Khlong San,Khlong San,Bangkok,10600,Thailand,13.7265668,100.4950525,+66 81 628 9845,https://www.facebook.com/inntrogsoi/,,0
Chatrium Hotel Riverside Bangkok,Hotel,"28 Charoen Krung Rd, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120",Wat Phraya Krai,Bang Kho Laem,Bangkok,10120,Thailand,13.7108744,100.5095152,+66 2 307 8888,https://www.chatrium.com/chatriumriversidebangkok/,"Premium apartment hotel beside a river, plus a spa, 3 restaurants & a lagoon-style outdoor pool.",0
Decor Do Hostel,Hotel,"58 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong Ton Sai,Khlong San,Bangkok,10600,Thailand,13.7211808,100.507722,+66 62 868 5888,http://www.decordohostel.com/,Laid-back dorms & private rooms in a lively hostel offering a shared kitchen & a balcony.,0
Room for you,Hotel,"36/40​หมู่1ซอยหนึ่งคอนโด(ทางออก)​, Thanon Chaeng Watthana, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8926114,100.5631315,+66 88 602 9218,http://www.roomforyoubkk.com/,Simple quarters with free Wi-Fi in a laid-back budget hotel near Don Mueang International Airport.,0
The Journey Hotel Laksi,Hotel,"345, 65 Soi Ngam Wong Wan 47 Yaek 44, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8706853,100.5586534,+66 2 954 9226,http://www.thejourneyhotel.com/,Airy rooms & suites in a laid-back lodging featuring complimentary Wi-Fi & a gym.,0
TK. Palace Hotel & Convention,Hotel,"54/7 Thanon Chaeng Watthana, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8912446,100.5612773,+66 2 574 1588,https://www.tkpalace.com/,"Polished business hotel featuring a cafe & a restaurant, plus an outdoor pool & a gym.",0
RAMA GARDENS HOTEL BANGKOK- SHA Extra Plus Certified,Hotel,"9/9 Vibhavadi Rangsit Rd, Talat Bang Khen, Lak Si, Bangkok 10210",Talat Bang Khen,Lak Si,Bangkok,10210,Thailand,13.8625891,100.5703911,+66 2 558 7888,https://ramagardenshotel.com/,"Modern rooms & suites in an upscale hotel with 5 restaurants, a spa, a gym & an outdoor pool.",0
Centra by Centara Government Complex Hotel & Convention Centre Chaeng Watthana,"Hotel, Convention center","The Government Complex 120 ถนน แจ้งวัฒนะ Khwaeng Thung Song Hong, Khet Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8837591,100.5648433,+66 2 143 1234,http://www.centarahotelsresorts.com/centra/cgc/,"Contemporary business hotel offering conference & event space, plus dining, free parking & a gym.",0
Miracle Grand Convention Hotel,"Hotel, Chinese restaurant, Coffee shop, Convention center, Event venue, Fitness center, Japanese restaurant, Spa, Swimming pool, Wedding venue","99 Vibhavadi Rangsit Rd, Talat Bang Khen, Lak Si, Bangkok 10210",Talat Bang Khen,Lak Si,Bangkok,10210,Thailand,13.876461,100.5758229,+66 2 575 5599,https://miraclegrandhotel.com/,"Straightforward property offering 2 restaurants & a bar, as well as an outdoor pool & event space.",0
Jumbo Hotel Bangkok,Hotel,"34/41 Thanon Chaeng Watthana, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8929624,100.5618016,+66 2 573 1240,https://www.facebook.com/jumbotelhotelbangkok/,Simple rooms with balconies in a casual hotel offering a fitness room & a lobby lounge.,0
Narra Hotel,Hotel,"Chang Watthana 13 Alley, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8917905,100.5624943,+66 2 042 8112,https://narrahotel.thailandhotels.site/,"Relaxed rooms in a city center hotel offering a laid-back restaurant & a gym, plus free Wi-Fi.",0
